x,y,z,TgF
-0.0242,0.4407,0.9825,1.077
-0.0286,0.4397,0.9894,1.083
-0.0298,0.4405,0.9969,1.09
-0.0322,0.4388,1.0035,1.096
-0.0332,0.4397,1.0094,1.102
-0.0366,0.4378,1.0135,1.105
-0.0386,0.4358,1.0184,1.108
-0.0369,0.4307,1.0218,1.11
-0.0369,0.4297,1.026,1.113
-0.0391,0.4292,1.027,1.114
-0.0398,0.4278,1.0309,1.117
-0.0393,0.4266,1.0331,1.118
-0.0371,0.4239,1.0304,1.115
-0.0369,0.4212,1.0274,1.111
-0.0349,0.4187,1.0284,1.111
-0.0344,0.42,1.0253,1.108
-0.0352,0.42,1.0206,1.104
-0.0337,0.4185,1.0165,1.1
-0.0325,0.4173,1.0086,1.092
-0.0322,0.4195,1.0035,1.088
-0.03,0.4187,0.993,1.078
-0.0305,0.4202,0.9869,1.073
-0.0305,0.4175,0.9779,1.064
-0.0305,0.4209,0.9701,1.058
-0.0286,0.4236,0.9632,1.053
-0.0308,0.4251,0.954,1.045
-0.0266,0.427,0.9466,1.039
-0.0254,0.4275,0.9405,1.033
-0.0237,0.428,0.9295,1.024
-0.0242,0.43,0.9225,1.018
-0.0215,0.4283,0.9144,1.01
-0.0234,0.4305,0.9088,1.006
-0.0225,0.428,0.8985,0.996
-0.0239,0.43,0.8907,0.989
-0.0269,0.4295,0.8863,0.985
-0.0244,0.4273,0.8824,0.981
-0.0251,0.4253,0.8797,0.977
-0.0239,0.4236,0.8736,0.971
-0.021,0.4234,0.8719,0.97
-0.0193,0.4246,0.8683,0.967
-0.0178,0.4202,0.8668,0.963
-0.0125,0.4168,0.8646,0.96
-0.0115,0.417,0.86,0.956
-0.0083,0.4134,0.8595,0.954
-0.0061,0.4109,0.8582,0.952
-0.0032,0.4107,0.8573,0.951
-0.001,0.4097,0.8546,0.948
0.001,0.4073,0.8541,0.946
0.0046,0.4034,0.8519,0.943
0.0012,0.4004,0.8509,0.94
0.0007,0.4002,0.849,0.939
0.0002,0.3985,0.8477,0.937
-0.0034,0.3975,0.8495,0.938
-0.0093,0.3936,0.8521,0.939
-0.0093,0.3926,0.8426,0.93
-0.0046,0.3963,0.8333,0.923
0.0005,0.3992,0.8387,0.929
0.0005,0.4004,0.8402,0.931
0,0.4026,0.8387,0.93
-0.0012,0.4048,0.8343,0.927
0.0034,0.4056,0.8368,0.93
0.0012,0.4039,0.8397,0.932
0.0007,0.4053,0.8443,0.937
0.002,0.4051,0.8431,0.935
-0.002,0.4019,0.847,0.938
-0.0046,0.4021,0.8458,0.937
-0.0046,0.4012,0.8477,0.938
-0.0054,0.4004,0.8448,0.935
-0.0063,0.4009,0.8421,0.933
-0.0076,0.4039,0.8424,0.934
-0.0068,0.4058,0.8368,0.93
-0.0083,0.4092,0.8328,0.928
-0.0093,0.4129,0.8292,0.926
-0.009,0.4139,0.8294,0.927
-0.0083,0.4156,0.827,0.926
-0.0107,0.419,0.8253,0.926
-0.0117,0.419,0.8241,0.925
-0.0139,0.4207,0.826,0.927
-0.0154,0.4222,0.8263,0.928
-0.019,0.4205,0.8292,0.93
-0.0212,0.4229,0.8289,0.931
-0.0237,0.4229,0.8328,0.934
-0.0244,0.4241,0.835,0.937
-0.0273,0.4239,0.8394,0.941
-0.0298,0.4224,0.8448,0.945
-0.03,0.4244,0.8436,0.945
-0.0305,0.42,0.8451,0.944
-0.0288,0.4165,0.848,0.945
-0.0276,0.418,0.8482,0.946
-0.0273,0.4205,0.8509,0.95
-0.0276,0.4168,0.8548,0.951
-0.0276,0.4117,0.8582,0.952
-0.0295,0.4107,0.8595,0.953
-0.0339,0.4095,0.8692,0.961
-0.0366,0.4068,0.8761,0.967
-0.0376,0.409,0.8893,0.98
-0.0352,0.4158,0.901,0.993
-0.0222,0.4256,0.9081,1.003
-0.0015,0.4292,0.9102,1.006
0.0007,0.4209,0.9244,1.016
-0.0117,0.4102,0.9393,1.025
-0.0217,0.3982,0.9544,1.034
-0.0325,0.3848,0.9693,1.043
-0.0369,0.3821,0.9828,1.055
-0.0361,0.3794,0.995,1.065
-0.0269,0.3789,0.9857,1.056
-0.019,0.377,0.9779,1.048
-0.0288,0.3746,0.9918,1.061
-0.0432,0.3755,1.0143,1.082
-0.0501,0.375,1.0282,1.096
-0.0488,0.3775,1.0375,1.105
-0.0386,0.3785,1.0392,1.107
-0.0366,0.3794,1.036,1.104
-0.0479,0.3821,1.0296,1.099
-0.0557,0.3826,1.0206,1.091
-0.0591,0.3848,1.0143,1.086
-0.0574,0.387,1.0047,1.078
-0.0618,0.3902,1.0001,1.075
-0.0628,0.3894,1.0062,1.081
-0.0588,0.3858,1.0118,1.084
-0.0588,0.3826,1.016,1.087
-0.0588,0.3772,1.0179,1.087
-0.0606,0.3782,1.0177,1.087
-0.0625,0.3753,1.0167,1.086
-0.062,0.3738,1.0121,1.081
-0.0579,0.3714,1.0099,1.078
-0.0535,0.3684,1.0091,1.076
-0.0523,0.3662,1.0096,1.075
-0.0515,0.3641,1.0155,1.08
-0.0471,0.3658,1.0248,1.089
-0.0454,0.3653,1.0279,1.092
-0.0444,0.3687,1.0299,1.095
-0.0435,0.3719,1.0318,1.098
-0.0435,0.3748,1.0348,1.101
-0.0396,0.3767,1.035,1.102
-0.0374,0.378,1.0353,1.103
-0.0325,0.3799,1.0343,1.102
-0.0298,0.3829,1.0328,1.102
-0.0266,0.3843,1.0338,1.103
-0.0278,0.3855,1.0306,1.101
-0.0244,0.3877,1.0235,1.095
-0.0254,0.3892,1.0182,1.09
-0.0247,0.3904,1.0135,1.086
-0.0283,0.3909,1.0084,1.082
-0.03,0.3919,1.0057,1.08
-0.032,0.389,1.0055,1.079
-0.0337,0.3872,1.0045,1.077
-0.0361,0.3853,1.0043,1.076
-0.0388,0.3848,1.005,1.077
-0.0391,0.3824,1.005,1.076
-0.0381,0.3809,1.0035,1.074
-0.043,0.3819,1.005,1.076
-0.0459,0.3802,1.0091,1.079
-0.0486,0.3821,1.0101,1.081
-0.052,0.3807,1.014,1.084
-0.0554,0.3819,1.0194,1.09
-0.0547,0.3811,1.0287,1.098
-0.0591,0.3831,1.035,1.105
-0.0654,0.3875,1.0448,1.116
-0.0662,0.3877,1.0482,1.12
-0.0669,0.3885,1.0511,1.123
-0.0686,0.389,1.0565,1.128
-0.0757,0.3902,1.0611,1.133
-0.0816,0.3892,1.0602,1.132
-0.0869,0.3882,1.0614,1.133
-0.0942,0.3833,1.0621,1.133
-0.1006,0.3804,1.0629,1.133
-0.1082,0.3753,1.0631,1.133
-0.116,0.3682,1.067,1.135
-0.1209,0.3638,1.068,1.135
-0.1297,0.3575,1.0731,1.138
-0.1382,0.3526,1.0768,1.141
-0.1441,0.3504,1.0817,1.146
-0.1519,0.344,1.0863,1.15
-0.1582,0.3396,1.0919,1.154
-0.1621,0.3377,1.0973,1.159
-0.1643,0.3345,1.108,1.169
-0.1655,0.333,1.1173,1.178
-0.1633,0.3333,1.1271,1.187
-0.1636,0.3308,1.1422,1.2
-0.1633,0.3257,1.1495,1.206
-0.1677,0.325,1.1625,1.219
-0.1731,0.3247,1.1779,1.234
-0.1763,0.3299,1.1937,1.251
-0.1729,0.3313,1.2013,1.258
-0.1707,0.3286,1.2111,1.266
-0.169,0.3257,1.2135,1.268
-0.168,0.3243,1.2133,1.267
-0.1685,0.3203,1.2125,1.265
-0.1687,0.3177,1.2106,1.263
-0.167,0.3167,1.2028,1.255
-0.1665,0.3147,1.192,1.244
-0.1631,0.3147,1.1808,1.233
-0.1611,0.315,1.1676,1.22
-0.1616,0.312,1.1508,1.203
-0.1577,0.315,1.1354,1.189
-0.1531,0.3145,1.1212,1.174
-0.1546,0.3145,1.1107,1.165
-0.1531,0.3138,1.0958,1.15
-0.1546,0.3155,1.0848,1.14
-0.1546,0.315,1.0734,1.129
-0.1546,0.315,1.0631,1.119
-0.1546,0.312,1.0594,1.115
-0.1565,0.3135,1.0519,1.109
-0.1563,0.3113,1.0433,1.1
-0.158,0.3094,1.0355,1.092
-0.159,0.3089,1.0265,1.084
-0.158,0.3067,1.0162,1.073
-0.1594,0.3067,1.0021,1.06
-0.1597,0.3047,0.9913,1.049
-0.1602,0.3033,0.9791,1.037
-0.1599,0.3037,0.9737,1.032
-0.1585,0.3062,0.9593,1.019
-0.1604,0.3062,0.9527,1.014
-0.1563,0.3052,0.9391,1
-0.1587,0.3062,0.9337,0.995
-0.1555,0.3037,0.9256,0.987
-0.159,0.3059,0.9168,0.98
-0.1587,0.3059,0.91,0.973
-0.1626,0.3045,0.9046,0.968
-0.1633,0.3045,0.8983,0.962
-0.1665,0.304,0.8905,0.956
-0.1712,0.3045,0.8839,0.95
-0.1736,0.3074,0.8768,0.945
-0.1795,0.3067,0.8678,0.938
-0.1799,0.3111,0.859,0.931
-0.1851,0.3125,0.8551,0.929
-0.1919,0.3189,0.8497,0.928
-0.1983,0.3228,0.8453,0.926
-0.2049,0.3284,0.8436,0.928
-0.2107,0.3316,0.8399,0.927
-0.2207,0.3367,0.8372,0.929
-0.2266,0.3423,0.8326,0.928
-0.2354,0.3479,0.8331,0.933
-0.2407,0.3514,0.8282,0.931
-0.2473,0.3575,0.8272,0.934
-0.2537,0.3609,0.8248,0.935
-0.2615,0.366,0.825,0.94
-0.2686,0.368,0.826,0.943
-0.273,0.3772,0.827,0.949
-0.2752,0.3807,0.8277,0.952
-0.2823,0.3833,0.8282,0.955
-0.2876,0.3824,0.8307,0.959
-0.2945,0.3777,0.8333,0.961
-0.2993,0.3772,0.8429,0.971
-0.3072,0.375,0.8531,0.981
-0.3167,0.3731,0.859,0.989
-0.3194,0.3724,0.8631,0.993
-0.3201,0.3716,0.8687,0.998
-0.3174,0.3733,0.8746,1.003
-0.313,0.3716,0.8766,1.002
-0.3118,0.3714,0.8824,1.007
-0.3055,0.3692,0.8863,1.008
-0.3028,0.3694,0.8912,1.011
-0.2979,0.3655,0.8954,1.012
-0.2932,0.3626,0.8993,1.013
-0.2888,0.3562,0.9054,1.015
-0.2823,0.3526,0.9063,1.013
-0.2749,0.3479,0.9137,1.016
-0.2686,0.344,0.9203,1.019
-0.2627,0.3409,0.9232,1.019
-0.2534,0.336,0.9256,1.017
-0.2456,0.3323,0.9273,1.015
-0.2376,0.3294,0.9269,1.012
-0.2276,0.3264,0.9242,1.006
-0.219,0.3262,0.9242,1.004
-0.2105,0.3252,0.9217,1
-0.2061,0.324,0.919,0.996
-0.197,0.3216,0.9161,0.991
-0.189,0.3228,0.9132,0.987
-0.1873,0.3247,0.91,0.984
-0.1809,0.3233,0.91,0.983
-0.1719,0.3216,0.9081,0.979
-0.1636,0.324,0.9056,0.976
-0.1587,0.324,0.9029,0.972
-0.1516,0.3257,0.8995,0.969
-0.145,0.3269,0.8946,0.963
-0.1394,0.3279,0.889,0.958
-0.1306,0.3304,0.8858,0.954
-0.1238,0.3316,0.878,0.947
-0.1184,0.3323,0.8726,0.941
-0.113,0.3355,0.8658,0.935
-0.1074,0.3365,0.858,0.928
-0.1023,0.3348,0.8538,0.923
-0.095,0.3382,0.8443,0.914
-0.0916,0.3379,0.8365,0.907
-0.0879,0.3382,0.8321,0.902
-0.084,0.3399,0.8248,0.896
-0.0847,0.3435,0.8175,0.891
-0.0813,0.3438,0.8089,0.883
-0.0781,0.3477,0.804,0.879
-0.0764,0.3477,0.7984,0.874
-0.074,0.3496,0.7921,0.869
-0.0757,0.3545,0.7874,0.867
-0.0745,0.3555,0.785,0.865
-0.0742,0.3579,0.7794,0.861
-0.0747,0.3611,0.7786,0.862
-0.0762,0.3645,0.7755,0.86
-0.0789,0.3662,0.775,0.861
-0.0806,0.3697,0.774,0.862
-0.0818,0.3726,0.7735,0.862
-0.0855,0.375,0.7745,0.865
-0.0891,0.3767,0.776,0.867
-0.0925,0.3802,0.7791,0.872
-0.0908,0.3824,0.7835,0.877
-0.0969,0.3846,0.7933,0.887
-0.0974,0.3838,0.7987,0.891
-0.0989,0.3853,0.8072,0.9
-0.1001,0.385,0.8089,0.901
-0.1006,0.385,0.8155,0.907
-0.0984,0.3863,0.8189,0.911
-0.0986,0.3853,0.8267,0.917
-0.1001,0.387,0.8272,0.919
-0.0986,0.3853,0.8309,0.921
-0.0964,0.3855,0.8336,0.923
-0.0964,0.3877,0.8353,0.926
-0.0974,0.3877,0.8346,0.925
-0.096,0.3894,0.8346,0.926
-0.0977,0.3919,0.8353,0.928
-0.0994,0.3914,0.8311,0.924
-0.1008,0.3936,0.8289,0.923
-0.103,0.3931,0.8255,0.92
-0.1062,0.3938,0.8206,0.916
-0.1069,0.3929,0.8214,0.917
-0.1055,0.3955,0.8214,0.918
-0.1065,0.3946,0.8187,0.915
-0.1062,0.396,0.8182,0.915
-0.1069,0.398,0.8155,0.914
-0.1079,0.4012,0.815,0.915
-0.1082,0.4017,0.8165,0.916
-0.1043,0.4002,0.8211,0.919
-0.1018,0.3958,0.8231,0.919
-0.1011,0.3934,0.8277,0.922
-0.0989,0.3914,0.8333,0.926
-0.0933,0.3897,0.8416,0.932
-0.0899,0.3894,0.8497,0.939
-0.0828,0.3846,0.8558,0.942
-0.0808,0.3807,0.8614,0.945
-0.0796,0.3772,0.8636,0.946
-0.0808,0.3733,0.8687,0.949
-0.0747,0.3706,0.8697,0.948
-0.0681,0.3684,0.8761,0.953
-0.0664,0.368,0.8809,0.957
-0.0664,0.3655,0.8871,0.962
-0.0625,0.3655,0.8905,0.965
-0.0603,0.3655,0.8939,0.968
-0.0554,0.3631,0.8983,0.97
-0.0498,0.3643,0.9051,0.977
-0.0452,0.3662,0.9117,0.984
-0.0396,0.3672,0.9195,0.991
-0.0381,0.3687,0.9234,0.995
-0.0354,0.3719,0.9305,1.003
-0.0313,0.3733,0.9344,1.007
-0.0315,0.3746,0.9403,1.013
-0.0313,0.3772,0.9437,1.017
-0.033,0.3799,0.9464,1.02
-0.0325,0.3811,0.9464,1.021
-0.03,0.3829,0.9466,1.022
-0.0295,0.3863,0.9454,1.022
-0.0269,0.3894,0.942,1.02
-0.0242,0.3916,0.9398,1.018
-0.0254,0.3975,0.9356,1.017
-0.0283,0.3997,0.932,1.014
-0.0288,0.4034,0.9273,1.012
-0.0276,0.4082,0.9222,1.009
-0.0251,0.4124,0.9161,1.005
-0.0247,0.417,0.9132,1.004
-0.0254,0.4207,0.9061,0.999
-0.0222,0.4212,0.8985,0.993
-0.0254,0.4248,0.891,0.987
-0.0273,0.4263,0.8846,0.982
-0.0293,0.4283,0.8778,0.977
-0.03,0.4317,0.8709,0.973
-0.0303,0.4344,0.8707,0.974
-0.0313,0.438,0.8687,0.973
-0.0313,0.4432,0.8663,0.974
-0.0305,0.4456,0.8673,0.976
-0.0347,0.4505,0.8648,0.976
-0.0369,0.4529,0.867,0.979
-0.043,0.4568,0.8651,0.979
-0.0405,0.4593,0.8648,0.98
-0.043,0.461,0.8663,0.982
-0.0464,0.4642,0.8643,0.982
-0.0515,0.4656,0.8636,0.982
-0.0513,0.4698,0.8675,0.988
-0.0547,0.47,0.8661,0.987
-0.0596,0.4737,0.8675,0.99
-0.0615,0.4742,0.8695,0.992
-0.0652,0.4769,0.8748,0.998
-0.0676,0.4771,0.8768,1
-0.0693,0.4781,0.8827,1.006
-0.0689,0.4783,0.888,1.011
-0.072,0.4795,0.8954,1.018
-0.0762,0.4783,0.9029,1.025
-0.0764,0.48,0.9088,1.031
-0.082,0.4781,0.9183,1.039
-0.084,0.4788,0.9259,1.046
-0.0845,0.4776,0.9349,1.053
-0.084,0.4732,0.9427,1.058
-0.0847,0.4703,0.9505,1.064
-0.0847,0.4666,0.9593,1.07
-0.0823,0.4639,0.9688,1.077
-0.0806,0.4617,0.9786,1.085
-0.0813,0.462,0.9884,1.094
-0.0823,0.4607,0.9955,1.1
-0.0818,0.459,1.006,1.109
-0.0823,0.4568,1.0172,1.118
-0.0789,0.4554,1.0245,1.124
-0.0801,0.4554,1.0353,1.134
-0.0794,0.4512,1.0423,1.139
-0.0806,0.4554,1.0487,1.146
-0.0808,0.4534,1.0524,1.149
-0.0801,0.4539,1.0563,1.152
-0.0789,0.4551,1.0589,1.155
-0.0757,0.4551,1.057,1.153
-0.0732,0.4551,1.0589,1.155
-0.0691,0.4578,1.0575,1.154
-0.0632,0.4615,1.057,1.155
-0.0613,0.4642,1.0565,1.156
-0.0554,0.4664,1.0519,1.152
-0.0523,0.4705,1.0477,1.15
-0.0466,0.4734,1.0375,1.141
-0.0388,0.4769,1.0287,1.134
-0.0332,0.4771,1.0206,1.127
-0.031,0.4803,1.0062,1.115
-0.0273,0.4812,0.992,1.103
-0.02,0.4842,0.9796,1.093
-0.0129,0.4861,0.9662,1.082
-0.0051,0.4905,0.9527,1.072
-0.0007,0.4947,0.9422,1.064
0.0034,0.4998,0.9337,1.059
0.0117,0.5037,0.9266,1.055
0.0176,0.5103,0.922,1.054
0.0261,0.5152,0.9171,1.052
0.0283,0.5235,0.9149,1.054
0.0339,0.5267,0.9127,1.054
0.0366,0.533,0.9122,1.057
0.0422,0.5379,0.9151,1.062
0.0449,0.5438,0.9115,1.062
0.0493,0.5452,0.9173,1.068
0.0515,0.5486,0.9222,1.074
0.0544,0.5499,0.9278,1.08
0.0576,0.5513,0.9356,1.088
0.0579,0.5516,0.9452,1.096
0.061,0.5464,0.9537,1.101
0.0603,0.545,0.9664,1.111
0.0588,0.543,0.9779,1.12
0.0576,0.5381,0.9906,1.129
0.0569,0.5345,1.0047,1.139
0.0574,0.5281,1.0179,1.148
0.0593,0.5201,1.0345,1.159
0.0601,0.5132,1.0472,1.168
0.0632,0.5084,1.0626,1.18
0.0657,0.5052,1.0731,1.188
0.0679,0.4998,1.089,1.2
0.0654,0.4935,1.1046,1.212
0.0645,0.4869,1.1207,1.224
0.0623,0.4786,1.1359,1.234
0.0579,0.4695,1.1476,1.241
0.0559,0.4632,1.1551,1.246
0.0544,0.4563,1.1664,1.254
0.0564,0.4493,1.1718,1.256
0.0562,0.4439,1.1779,1.26
0.0557,0.4415,1.1837,1.265
0.0559,0.4334,1.1871,1.265
0.0549,0.431,1.1886,1.266
0.0552,0.43,1.1923,1.269
0.0559,0.4236,1.1959,1.27
0.0554,0.417,1.1967,1.268
0.0552,0.4126,1.2023,1.272
0.0571,0.407,1.2062,1.274
0.0593,0.3995,1.2106,1.276
0.0579,0.3934,1.2177,1.281
0.0584,0.3887,1.2216,1.283
0.0571,0.3838,1.2316,1.291
0.0535,0.3746,1.2418,1.298
0.0508,0.3709,1.2511,1.306
0.0479,0.365,1.2599,1.313
0.0464,0.3567,1.2694,1.319
0.0461,0.3533,1.2767,1.326
0.0444,0.3467,1.2855,1.332
0.0464,0.3421,1.2904,1.336
0.0457,0.3404,1.2951,1.34
0.0479,0.3372,1.2965,1.341
0.0493,0.336,1.2946,1.338
0.0464,0.3338,1.2914,1.335
0.051,0.3335,1.2809,1.325
0.0523,0.3316,1.2728,1.316
0.0544,0.3279,1.2606,1.304
0.0562,0.3277,1.2455,1.289
0.0549,0.3243,1.2301,1.273
0.0547,0.3211,1.2108,1.254
0.0554,0.3203,1.1913,1.235
0.0574,0.3181,1.1732,1.217
0.0549,0.3211,1.152,1.197
0.0535,0.3221,1.1344,1.18
0.0523,0.326,1.1156,1.163
0.0523,0.3257,1.0995,1.148
0.0523,0.3269,1.0846,1.134
0.052,0.3269,1.069,1.119
0.0513,0.3252,1.0528,1.103
0.0515,0.3267,1.0355,1.087
0.0518,0.3272,1.0182,1.071
0.0549,0.3235,1.0011,1.053
0.0613,0.3221,0.9842,1.037
0.0613,0.3216,0.9735,1.027
0.0632,0.3184,0.9623,1.016
0.0649,0.3172,0.9532,1.007
0.0679,0.3208,0.9461,1.001
0.0676,0.3213,0.9403,0.996
0.0659,0.3172,0.9378,0.992
0.0686,0.3186,0.9361,0.991
0.0649,0.3206,0.9369,0.992
0.064,0.3196,0.9349,0.99
0.0601,0.3208,0.9315,0.987
0.0584,0.3203,0.9305,0.986
0.0537,0.3218,0.932,0.987
0.0508,0.3216,0.9303,0.986
0.0508,0.325,0.9298,0.986
0.0481,0.3257,0.9293,0.986
0.0454,0.3277,0.9298,0.987
0.041,0.3296,0.9291,0.987
0.0391,0.333,0.9308,0.989
0.0386,0.3335,0.9322,0.991
0.0369,0.3326,0.9308,0.989
0.0344,0.335,0.932,0.991
0.031,0.3335,0.9295,0.988
0.0278,0.3323,0.9288,0.987
0.0244,0.333,0.9273,0.986
0.0195,0.3299,0.9249,0.982
0.0186,0.3296,0.9237,0.981
0.0144,0.3264,0.9217,0.978
0.0134,0.324,0.9203,0.976
0.0081,0.3218,0.9193,0.974
0.0071,0.3211,0.9203,0.975
0.0037,0.3172,0.9195,0.973
-0.0005,0.315,0.9212,0.974
-0.0022,0.3128,0.9222,0.974
-0.0046,0.3111,0.9271,0.978
-0.0042,0.3101,0.9286,0.979
-0.0049,0.3074,0.9349,0.984
-0.0056,0.3052,0.9388,0.987
-0.0046,0.3028,0.943,0.99
-0.0085,0.3008,0.9483,0.995
-0.0078,0.2979,0.9532,0.999
-0.0071,0.2962,0.9593,1.004
-0.0029,0.295,0.963,1.007
-0.0034,0.293,0.9662,1.01
0,0.2903,0.9667,1.009
-0.0022,0.2881,0.9715,1.013
-0.0005,0.2862,0.972,1.013
0.0005,0.2869,0.9718,1.013
0.0044,0.2847,0.9703,1.011
0.0098,0.2847,0.9647,1.006
0.0112,0.2808,0.9613,1.002
0.0129,0.2801,0.954,0.994
0.0176,0.2771,0.9439,0.984
0.0181,0.2783,0.9354,0.976
0.0193,0.2766,0.9225,0.963
0.0232,0.2769,0.911,0.952
0.021,0.274,0.8995,0.941
0.0222,0.2762,0.8873,0.93
0.0259,0.2754,0.8761,0.919
0.0273,0.2791,0.8673,0.911
0.0273,0.2815,0.8546,0.9
0.0269,0.2835,0.8424,0.889
0.0305,0.2896,0.8307,0.88
0.0295,0.2923,0.818,0.869
0.0298,0.2971,0.8045,0.858
0.0288,0.3025,0.796,0.852
0.0281,0.3072,0.7845,0.843
0.0269,0.3096,0.7728,0.833
0.0295,0.3162,0.7608,0.824
0.0261,0.3189,0.7471,0.813
0.0266,0.3213,0.7386,0.806
0.0234,0.3257,0.7271,0.797
0.0215,0.3257,0.7178,0.789
0.0198,0.3291,0.7034,0.777
0.0176,0.334,0.6954,0.772
0.0149,0.3382,0.6868,0.766
0.0166,0.3389,0.6788,0.759
0.0146,0.3435,0.6688,0.752
0.0146,0.3462,0.6614,0.747
0.0142,0.3487,0.6531,0.741
0.0193,0.3548,0.6475,0.739
0.0195,0.3594,0.6412,0.735
0.0195,0.3623,0.6356,0.732
0.0181,0.3672,0.6299,0.729
0.0186,0.3697,0.6243,0.726
0.0186,0.375,0.6204,0.725
0.0173,0.378,0.6168,0.724
0.0151,0.3814,0.6168,0.725
0.0146,0.385,0.618,0.728
0.0139,0.387,0.6182,0.729
0.0129,0.3887,0.6219,0.733
0.01,0.3899,0.6273,0.739
0.0078,0.3899,0.6341,0.744
0.0063,0.3934,0.6417,0.753
0.0034,0.3946,0.648,0.759
0.0007,0.3977,0.6561,0.767
-0.0032,0.4002,0.6675,0.778
-0.0059,0.4024,0.6776,0.788
-0.0095,0.4043,0.6851,0.796
-0.0117,0.4073,0.6942,0.805
-0.0159,0.4109,0.7017,0.813
-0.0181,0.4129,0.7081,0.82
-0.0217,0.4165,0.7169,0.829
-0.0208,0.4202,0.7269,0.84
-0.0251,0.4192,0.7337,0.845
-0.0273,0.4236,0.7428,0.856
-0.0293,0.428,0.7501,0.864
-0.0342,0.4314,0.7567,0.872
-0.0361,0.4349,0.7625,0.879
-0.0391,0.4371,0.7677,0.884
-0.0432,0.4415,0.7706,0.889
-0.042,0.4458,0.7779,0.898
-0.0459,0.4466,0.7821,0.902
-0.0469,0.4473,0.7852,0.905
-0.0461,0.4483,0.7882,0.908
-0.0498,0.4517,0.7901,0.911
-0.0518,0.4539,0.7923,0.915
-0.0535,0.4568,0.796,0.919
-0.0562,0.4578,0.7982,0.922
-0.0566,0.4583,0.8006,0.924
-0.0576,0.461,0.8079,0.932
-0.0608,0.4632,0.8133,0.938
-0.0608,0.4625,0.8184,0.942
-0.063,0.4637,0.827,0.95
-0.063,0.4649,0.835,0.958
-0.0649,0.4646,0.8414,0.963
-0.0669,0.4666,0.8519,0.974
-0.0708,0.4683,0.8617,0.983
-0.0752,0.4676,0.8692,0.99
-0.0732,0.4688,0.878,0.998
-0.0747,0.4686,0.8851,1.004
-0.075,0.4686,0.8927,1.011
-0.0737,0.4678,0.9002,1.017
-0.0706,0.4686,0.9105,1.026
-0.0706,0.4712,0.9225,1.038
-0.0686,0.4727,0.9322,1.047
-0.0681,0.472,0.9417,1.056
-0.0674,0.4734,0.9527,1.066
-0.0679,0.4717,0.9625,1.074
-0.0654,0.4688,0.974,1.083
-0.0657,0.4671,0.9825,1.09
-0.0649,0.4673,0.9913,1.098
-0.0645,0.4681,0.9974,1.104
-0.0625,0.4666,1.006,1.111
-0.0608,0.4654,1.0145,1.118
-0.0618,0.4639,1.0216,1.124
-0.0606,0.462,1.0262,1.127
-0.0584,0.4595,1.0323,1.131
-0.0559,0.4603,1.0365,1.135
-0.0537,0.4578,1.0436,1.141
-0.054,0.4556,1.045,1.141
-0.0518,0.4537,1.0487,1.144
-0.0491,0.4524,1.0504,1.145
-0.0466,0.4495,1.0546,1.147
-0.0474,0.4483,1.0572,1.149
-0.0471,0.4488,1.0546,1.147
-0.0496,0.4485,1.0543,1.147
-0.052,0.4488,1.0504,1.143
-0.0535,0.4476,1.0448,1.138
-0.0535,0.4483,1.0362,1.13
-0.0525,0.4454,1.0267,1.12
-0.0508,0.4466,1.0157,1.111
-0.0523,0.4471,1.0072,1.103
-0.0518,0.4454,1.0001,1.096
-0.0505,0.4458,0.9901,1.087
-0.0486,0.4478,0.9825,1.081
-0.0479,0.4495,0.9781,1.078
-0.0469,0.4505,0.971,1.071
-0.0444,0.4534,0.9647,1.067
-0.0425,0.4551,0.9588,1.062
-0.0398,0.4566,0.9549,1.059
-0.0381,0.4581,0.9518,1.057
-0.0354,0.4598,0.9471,1.053
-0.0352,0.4607,0.9435,1.051
-0.0335,0.4632,0.9417,1.05
-0.0313,0.4664,0.9391,1.049
-0.0295,0.4678,0.9366,1.047
-0.0286,0.471,0.9383,1.05
-0.0271,0.4742,0.9371,1.051
-0.0271,0.481,0.9391,1.055
-0.0266,0.4864,0.9427,1.061
-0.0276,0.493,0.9437,1.065
-0.0293,0.4966,0.9444,1.067
-0.0276,0.4969,0.9454,1.068
-0.0251,0.5005,0.9474,1.072
-0.0249,0.5037,0.9498,1.075
-0.0254,0.5074,0.9552,1.082
-0.0247,0.5103,0.9574,1.085
-0.0271,0.5142,0.9632,1.092
-0.0305,0.5169,0.9657,1.096
-0.0366,0.5162,0.9688,1.098
-0.0435,0.5152,0.9735,1.102
-0.0483,0.5169,0.9754,1.105
-0.0552,0.5145,0.9803,1.108
-0.0584,0.5123,0.9886,1.115
-0.0708,0.5093,0.9947,1.12
-0.0796,0.5071,1.0023,1.126
-0.0916,0.5042,1.0106,1.133
-0.0982,0.4998,1.0184,1.139
-0.1062,0.4988,1.0294,1.149
-0.1106,0.4983,1.0372,1.156
-0.1143,0.4996,1.0453,1.164
-0.1172,0.4971,1.0533,1.171
-0.1228,0.4942,1.0626,1.178
-0.1253,0.4891,1.0726,1.185
-0.1301,0.4886,1.0831,1.195
-0.1353,0.4847,1.0865,1.197
-0.1414,0.4837,1.0887,1.2
-0.1463,0.483,1.0926,1.204
-0.1487,0.4793,1.0946,1.204
-0.1538,0.4734,1.0926,1.201
-0.1597,0.4722,1.0892,1.198
-0.1638,0.4693,1.086,1.194
-0.1677,0.4666,1.0775,1.186
-0.1773,0.4632,1.0719,1.181
